Time Stamp,Energy Output (kWh),Global Horizontal Irradiance GHI,Direct Normal Irradiance Dni,Diffuse Horizontal Irradiance DHI,Air Temperature,Wind Direction At 3 Meter,Wind Speed At 3 Meter,Relative Humidity,Barometric Pressure,Source,Region
2016-02-01 00:00:00+03:00,1325.00448,6014.0,6601.0,1661.0,24.6,36.0,2.3,43.3,895.7,Tuhamat Qahtan Technical Institute,South
2016-02-01 00:00:00+03:00,1406.30256,6383.0,7227.0,1797.0,21.5,59.0,3.8,23.8,934.7,Sharurah Technical Institute,South
2016-02-01 00:00:00+03:00,1170.33984,5312.0,4011.0,2567.0,26.8,278.0,3.1,74.6,1013.6,Jazan University Station,South
2016-02-01 00:00:00+03:00,1447.2820800000002,6569.0,7667.0,1618.0,19.9,92.0,1.9,24.7,885.9,Najran University Station,South
2016-02-01 00:00:00+03:00,1161.0864,5270.0,3898.0,2625.0,27.1,158.0,3.8,77.3,1012.0,Saline Water Conversion Corporation (Farasan) Station,South
2016-03-01 00:00:00+03:00,1331.61408,6044.0,4243.0,2908.0,28.9,298.0,3.2,74.5,1009.7,Jazan University Station,South
2016-03-01 00:00:00+03:00,1519.98768,6899.0,5300.0,3016.0,29.3,66.0,4.3,24.9,929.8,Sharurah Technical Institute,South
2016-03-01 00:00:00+03:00,1440.8928,6540.0,5873.0,2213.0,28.7,55.0,2.4,43.5,893.4,Tuhamat Qahtan Technical Institute,South
2016-03-01 00:00:00+03:00,1518.44544,6892.0,5369.0,2892.0,27.2,66.0,2.2,27.6,882.5,Najran University Station,South
2016-03-01 00:00:00+03:00,1353.42576,6143.0,4491.0,2816.0,28.7,171.0,3.8,78.4,1008.1,Saline Water Conversion Corporation (Farasan) Station,South
2016-04-01 00:00:00+03:00,1397.9304,6345.0,4631.0,2748.0,30.9,286.0,3.2,68.1,1007.9,Jazan University Station,South
2016-04-01 00:00:00+03:00,1432.30032,6501.0,4994.0,2611.0,31.0,155.0,3.9,71.6,1006.3,Saline Water Conversion Corporation (Farasan) Station,South
2016-04-01 00:00:00+03:00,1391.98176,6318.0,4359.0,2956.0,24.4,42.0,2.2,48.8,882.6,Najran University Station,South
2016-04-01 00:00:00+03:00,1462.70448,6639.0,4325.0,3262.0,28.9,58.0,4.2,35.0,929.8,Sharurah Technical Institute,South
2016-04-01 00:00:00+03:00,1208.01456,5483.0,3932.0,2427.0,26.3,40.0,2.0,54.5,893.1,Tuhamat Qahtan Technical Institute,South
2016-05-01 00:00:00+03:00,1483.4145599999997,6733.0,4388.0,3173.0,30.2,50.0,2.1,46.4,892.1,Tuhamat Qahtan Technical Institute,South
